source_id,producer,dataset_name,url,licence,licence_notes,geography_vintage,update_cadence,retrieved_at,staleness_thresholds,authority_rank,access_notes
minurbanisme-rca-regions,Ministère de l'Urbanisme (RCA),7 pages régionales (minurbanisme-rca.org/1-plateaux/ … /7-bas-oubangui/),https://www.minurbanisme-rca.org/,"non précisée - site gouvernemental, aucune licence indiquée","Site gouvernemental sans licence de contenu déclarée. Pages de directions administratives ministérielles, pas une loi ou un décret. Utilisé pour rattacher les 7 régions RGPH-4 aux 20 préfectures. Confirmé depuis par une seconde source indépendante (limko.cm) - composition exacte des 7 régions x 20 préfectures vérifiée le 2026-09-13.",contenu actuel du site au moment de la récupération du 2026-09-05,inconnue,2026-09-05,,s.o. (utilisée uniquement pour le rattachement régions-préfectures),"7 pages régionales individuelles récupérées via WebFetch, listes de préfectures citées directement."
unesco-uis-completion-survey,UNESCO Institut de statistique (UIS),"Taux d'achèvement (primaire, 1er cycle secondaire, 2nd cycle secondaire), les deux sexes (CR.1, CR.2, CR.3)",https://api.uis.unesco.org/api/public/data/indicators?geoUnit=CAF&indicator=CR.1,CC BY-SA 4.0 (UIS Data Browser / API),Déclarée sur la page Terms and Conditions du UIS Data Browser (databrowser.uis.unesco.org/terms-and-conditions) ; le site institutionnel UIS lui-même cite CC BY-SA 3.0 IGO pour ses publications - les deux licences n'ont pas été comparées clause par clause.,"données ponctuelles agrégées par l'UIS à partir d'enquêtes/recensements nationaux (MICS, EHCVM, RGPH selon l'année) ; 4 points seulement pour la RCA par niveau (2000, 2006, 2010, 2019), pas une série annuelle. Renommée depuis unesco-uis-cr1-survey le 2026-09-12 pour refléter sa portée réelle (3 niveaux, pas seulement le primaire) - même source, même identifiant conservé pour ne pas casser les observations déjà enregistrées sous ce nom.",irrégulière (dépend de la publication de la prochaine enquête nationale),2026-09-12,,"enquête nationale (le point 2019 provient très probablement du MICS7 ou d'une enquête EHCVM - l'UIS ne cite pas l'enquête source exacte par point dans cette réponse d'API, seule l'année)","Récupéré directement via l'API REST publique de l'UIS Data API (api.uis.unesco.org/api/public/data/indicators), sans authentification. Endpoint découvert par tâtonnement (l'ancien point de téléchargement en masse bdds/ renvoie 404) puis confirmé par le message d'erreur 400 de l'API elle-même, qui documente ses propres paramètres requis. CR.2 et CR.3 récupérés via le même endpoint, seul le paramètre indicator change."
unesco-uis-completion-modelled,UNESCO Institut de statistique (UIS),"Taux d'achèvement (primaire, 1er cycle secondaire, 2nd cycle secondaire), les deux sexes, données modélisées (CR.MOD.1, CR.MOD.2, CR.MOD.3)",https://api.uis.unesco.org/api/public/data/indicators?geoUnit=CAF&indicator=CR.MOD.1,CC BY-SA 4.0 (UIS Data Browser / API),Même licence déclarée que la source enquête - voir la note sur cette source.,"séries annuelles modélisées/interpolées par l'UIS, 1981-2025, pour combler les années sans enquête, un jeu par niveau",annuelle,2026-09-12,,"estimation modélisée internationale - rang le plus bas de l'échelle publiée sur la page Méthode, hors chiffre de portail sans source citée","Même endpoint que la source enquête (api.uis.unesco.org/api/public/data/indicators), indicateurs CR.MOD.1/2/3. Utilisée ici spécifiquement pour exercer le mécanisme de divulgation multi-source avec un vrai désaccord enquête vs modèle, pas fabriqué : les deux séries divergent nettement en 2019 pour le primaire (27,0% enquête contre 29,2% modèle). Renommée depuis unesco-uis-cr1-modelled le 2026-09-12, même raison que la source enquête."
unesco-uis-education-administrative,UNESCO Institut de statistique (UIS),"Indicateurs de scolarisation et de rétention scolaire (taux brut/net de scolarisation, redoublement, survie, non-scolarisation), les deux sexes",https://api.uis.unesco.org/api/public/data/indicators?geoUnit=CAF&indicator=GER.1,CC BY-SA 4.0 (UIS Data Browser / API),Même licence déclarée que les sources achèvement - voir cette note. Méthodologie précise par indicateur (données administratives issues des annuaires scolaires nationaux vs estimation UIS) non confirmée point par point via cette réponse d'API.,"couverture et fraîcheur très inégales selon l'indicateur : de 1971 à une dernière année qui va de 2011 (redoublement, survie) à 2017 (scolarisation brute secondaire) - aucune série ne descend jusqu'à aujourd'hui",irrégulière,2026-09-12,,"donnée administrative nationale compilée par l'UIS (rang intermédiaire de l'échelle publiée sur la page Méthode, entre enquête nationale et estimation modélisée internationale) - classement provisoire, méthodologie exacte non confirmée par point","Récupéré via le même endpoint UIS que les indicateurs d'achèvement, indicateurs GER.1, GER.2, GER.3, GER.5T8, NERT.1.CP, REPR.1.CP, SR.1.GLAST.CP, ROFST.1.CP, ROFST.2.CP - neuf codes, un seul appel d'API groupé (paramètre indicator accepte une liste séparée par des virgules)."
unesco-uis-literacy,UNESCO Institut de statistique (UIS),"Taux d'alphabétisation, jeunes (15-24 ans) et adultes (15 ans et plus), les deux sexes (LR.AG15T24, LR.AG15T99)",https://api.uis.unesco.org/api/public/data/indicators?geoUnit=CAF&indicator=LR.AG15T24,CC BY-SA 4.0 (UIS Data Browser / API),Même licence déclarée que les autres sources UIS de cette page - voir la note sur la source achèvement/enquête.,"4 points seulement pour la RCA (1975, 2000ish, ~2010, 2019 - mêmes années que les indicateurs d'achèvement enquête, probablement issus des mêmes recensements/enquêtes)",irrégulière (dépend de la publication du prochain recensement ou de la prochaine enquête),2026-09-12,,"probablement recensement ou enquête nationale (alphabétisation se mesure généralement par recensement/enquête, pas par annuaire scolaire) - non confirmé explicitement par l'API","Récupéré via le même endpoint UIS, indicateurs LR.AG15T24 et LR.AG15T99."
unesco-uis-outofschool-modelled,UNESCO Institut de statistique (UIS),"Taux de non-scolarisation (primaire, 1er cycle secondaire, 2nd cycle secondaire), les deux sexes, données modélisées (ROFST.MOD.1, ROFST.MOD.2, ROFST.MOD.3)",https://api.uis.unesco.org/api/public/data/indicators?geoUnit=CAF&indicator=ROFST.MOD.1,CC BY-SA 4.0 (UIS Data Browser / API),"Même licence déclarée que les autres sources UIS de cette page. Découverte après coup (2026-09-12) : la recherche initiale des indicateurs de scolarisation/rétention n'avait vérifié que la variante 'officielle' (ROFST.1.CP/2.CP), pas systématiquement l'existence d'une variante modélisée - corrigé en recherchant explicitement '*.MOD.*' pour chaque famille d'indicateur avant de conclure qu'aucune n'existait. Aucune variante modélisée trouvée pour la scolarisation nette/brute, le redoublement ou la survie - ces séries restent réellement limitées à leur dernière année administrative (2011-2017).","série annuelle modélisée/interpolée par l'UIS, 2000-2025",annuelle,2026-09-12,,estimation modélisée internationale - rang le plus bas de l'échelle publiée sur la page Méthode,"Même endpoint que les autres indicateurs UIS de cette page, indicateurs ROFST.MOD.1/2/3. Utilisée pour exercer le mécanisme de divulgation multi-source entre la donnée administrative officielle (ROFST.1.CP/2.CP/3.CP, unesco-uis-education-administrative) et cette estimation modélisée, comme pour l'achèvement."
world-bank-internet-users,World Bank (World Development Indicators),"Personnes utilisant Internet, % de la population (IT.NET.USER.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/IT.NET.USER.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = Union internationale des télécommunications (ITU),annuelle,2026-09-12,,"estimation modélisée internationale (rang le plus bas de l'échelle publiée sur la page Méthode, hors chiffre de portail sans source citée)","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2008-2024)."
world-bank-mobile-subscriptions,World Bank (World Development Indicators),"Abonnements à la téléphonie mobile cellulaire, pour 100 habitants (IT.CEL.SETS.P2)",https://api.worldbank.org/v2/country/CAF/indicator/IT.CEL.SETS.P2?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = ITU,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2008-2022, la plus récente disponible malgré mrnev=15)."
world-bank-water-access,World Bank (World Development Indicators),"Personnes utilisant des services d'eau potable au moins basiques, % de la population (SH.H2O.BASW.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SH.H2O.BASW.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = WHO/UNICEF Joint Monitoring Programme (JMP),annuelle,2026-09-12,,"estimation modélisée internationale, compilée en partie depuis des enquêtes nationales","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024)."
world-bank-sanitation-access,World Bank (World Development Indicators),"Personnes utilisant des services d'assainissement au moins basiques, % de la population (SH.STA.BASS.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SH.STA.BASS.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = WHO/UNICEF Joint Monitoring Programme (JMP),annuelle,2026-09-12,,"estimation modélisée internationale, compilée en partie depuis des enquêtes nationales","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024). Même méthodologie JMP que l'accès à l'eau potable - deux indicateurs, deux facettes du même programme de suivi."
world-bank-population-growth,World Bank (World Development Indicators),"Croissance de la population, % annuel (SP.POP.GROW)",https://api.worldbank.org/v2/country/CAF/indicator/SP.POP.GROW?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; dérivée de la même série SP.POP.TOTL que population_totale,annuelle,2026-09-12,,"estimation modélisée internationale (rang le plus bas de l'échelle publiée sur la page Méthode, hors chiffre de portail sans source citée)","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
world-bank-urban-population,World Bank (World Development Indicators),"Population urbaine, % de la population totale (SP.URB.TOTL.IN.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SP.URB.TOTL.IN.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,"annuel ; source primaire = projections ONU-Habitat / DAES, définitions nationales de zone urbaine",annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
world-bank-age-dependency,World Bank (World Development Indicators),"Taux de dépendance démographique, % de la population d'âge actif (SP.POP.DPND)",https://api.worldbank.org/v2/country/CAF/indicator/SP.POP.DPND?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; dérivée de la structure par âge de la même série démographique,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
world-bank-child-mortality,World Bank (World Development Indicators),"Taux de mortalité, moins de 5 ans et infantile, pour 1 000 naissances vivantes (SH.DYN.MORT, SP.DYN.IMRT.IN)",https://api.worldbank.org/v2/country/CAF/indicator/SH.DYN.MORT?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = UN IGME (Inter-agency Group for Child Mortality Estimation),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024) pour chaque indicateur."
world-bank-maternal-mortality,World Bank (World Development Indicators),"Taux de mortalité maternelle, pour 100 000 naissances vivantes (SH.STA.MMRT)",https://api.worldbank.org/v2/country/CAF/indicator/SH.STA.MMRT?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = WHO/UNICEF/UNFPA/World Bank/UNPD Maternal Mortality Estimation Inter-Agency Group,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023)."
world-bank-life-expectancy,World Bank (World Development Indicators),"Espérance de vie à la naissance, ensemble (SP.DYN.LE00.IN)",https://api.worldbank.org/v2/country/CAF/indicator/SP.DYN.LE00.IN?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = UN Population Division (World Population Prospects),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024)."
world-bank-immunization,World Bank (World Development Indicators),"Vaccination, rougeole et DTC, % des enfants de 12 à 23 mois (SH.IMM.MEAS, SH.IMM.IDPT)",https://api.worldbank.org/v2/country/CAF/indicator/SH.IMM.MEAS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = estimations conjointes OMS/UNICEF de la couverture vaccinale,annuelle,2026-09-12,,"estimation modélisée internationale, compilée en partie depuis des données administratives et des enquêtes","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024) pour chaque indicateur."
world-bank-health-workforce,World Bank (World Development Indicators),"Médecins et lits d'hôpital, pour 1 000 habitants (SH.MED.PHYS.ZS, SH.MED.BEDS.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SH.MED.PHYS.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,"irrégulier ; source primaire = OMS Global Health Workforce Statistics. Densité de médecins : 15 points, 1980-2023. Lits d'hôpital : seulement 6 points, le plus récent datant de 2011 - réellement ancien, pas un artefact de récupération.",irrégulière,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification."
world-bank-health-expenditure,World Bank (World Development Indicators),"Dépenses courantes de santé, % du PIB (SH.XPD.CHEX.GD.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SH.XPD.CHEX.GD.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = OMS Global Health Expenditure Database,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023)."
world-bank-hiv-incidence,World Bank (World Development Indicators),"Incidence du VIH, 15-49 ans, pour 1 000 personnes non infectées (SH.HIV.INCD.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SH.HIV.INCD.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = ONUSIDA (UNAIDS),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024)."
world-bank-gdp,World Bank (World Development Indicators),"PIB, PIB par habitant et croissance du PIB, US$ courants / % annuel (NY.GDP.MKTP.CD, NY.GDP.PCAP.CD, NY.GDP.MKTP.KD.ZG)",https://api.worldbank.org/v2/country/CAF/indicator/NY.GDP.MKTP.CD?format=json,CC BY 4.0 (licence standard des données Banque mondiale),L'ICASEES a son propre rebasage du PIB (base 2019) en cours - ces chiffres Banque mondiale n'ont pas été comparés à la série ICASEES rebasée une fois publiée.,annuel ; source primaire = comptes nationaux compilés par la Banque mondiale et le FMI,annuelle,2026-09-12,,"estimation modélisée internationale (rang le plus bas de l'échelle publiée sur la page Méthode, hors chiffre de portail sans source citée)","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025) pour chaque indicateur."
world-bank-poverty,World Bank (World Development Indicators),"Taux de pauvreté à 3,00 $/jour, PPA 2021, % de la population (SI.POV.DDAY)",https://api.worldbank.org/v2/country/CAF/indicator/SI.POV.DDAY?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,"irrégulier ; seulement 3 points pour la RCA (1992, un point intermédiaire, 2021) - dépend de la disponibilité d'enquêtes de ménages, pas une série annuelle",irrégulière,2026-09-12,,"estimation modélisée internationale, basée sur des enquêtes de ménages","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification."
world-bank-unemployment,World Bank (World Development Indicators),"Chômage, total, % de la population active totale, estimation modélisée de l'OIT (SL.UEM.TOTL.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SL.UEM.TOTL.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = estimations modélisées de l'Organisation internationale du travail (OIT),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
world-bank-trade,World Bank (World Development Indicators),"Exportations et importations de biens et services, % du PIB et US$ courants (NE.EXP.GNFS.ZS, NE.IMP.GNFS.ZS, NE.EXP.GNFS.CD, NE.IMP.GNFS.CD)",https://api.worldbank.org/v2/country/CAF/indicator/NE.EXP.GNFS.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = comptes nationaux compilés par la Banque mondiale et le FMI,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025) pour chaque indicateur. Élargi 2026-09-12 des versions % du PIB aux versions en valeur absolue (dollars courants)."
world-bank-external-debt,World Bank (World Development Indicators),"Encours de la dette extérieure, % du RNB et US$ courants (DT.DOD.DECT.GN.ZS, DT.DOD.DECT.CD)",https://api.worldbank.org/v2/country/CAF/indicator/DT.DOD.DECT.GN.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = International Debt Statistics de la Banque mondiale,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024). Élargi 2026-09-12 de la version % du RNB à la version en valeur absolue (dollars courants)."
world-bank-fdi,World Bank (World Development Indicators),"Investissements directs étrangers, entrées nettes, % du PIB (BX.KLT.DINV.WD.GD.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/BX.KLT.DINV.WD.GD.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = IMF Balance of Payments Statistics,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2010-2024)."
world-bank-government-revenue,World Bank (World Development Indicators),"Recettes, hors dons, % du PIB (GC.REV.XGRT.GD.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/GC.REV.XGRT.GD.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,"annuel ; source primaire = IMF Government Finance Statistics ; dernier point 2021, pas encore mis à jour depuis",annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 14 années (2004-2021)."
