entity_id,name_fr,slug,level,parent_id,valid_from,valid_to,superseded_by,notes
cf-p-ouham-v1,Ouham,ouham,prefecture,cf-r-yade-v1,2021-01-21,,,"Existait avant 2020 sous le découpage à 16 préfectures ; limites redéfinies par la Loi n°21.001 du 21 janvier 2021 (adoptée le 2020-12-10, promulguée le 2021-01-21). Version antérieure à 2020 non modélisée dans ce crosswalk pour l'instant."
cf-p-ouham-pende-v1,Ouham Pendé,ouham-pende,prefecture,cf-r-yade-v1,2021-01-21,,,"Existait avant 2020 sous le découpage à 16 préfectures ; limites redéfinies par la Loi n°21.001 du 21 janvier 2021 (adoptée le 2020-12-10, promulguée le 2021-01-21). Version antérieure à 2020 non modélisée dans ce crosswalk pour l'instant."
cf-p-ouham-fafa-v1,Ouham-Fafa,ouham-fafa,prefecture,cf-r-yade-v1,2021-01-21,,,"Créée par la Loi n°21.001 du 21 janvier 2021 (adoptée par l'Assemblée nationale le 2020-12-10, promulguée le 2021-01-21) (source : Oubangui Médias, Xinhua, Wikipédia - texte légal primaire/numéro de décret non encore vérifié)."
cf-p-sangha-mbaere-v1,Sangha-Mbaéré,sangha-mbaere,prefecture,cf-r-equateur-v1,2021-01-21,,,"Existait avant 2020 sous le découpage à 16 préfectures ; limites redéfinies par la Loi n°21.001 du 21 janvier 2021 (adoptée le 2020-12-10, promulguée le 2021-01-21). Version antérieure à 2020 non modélisée dans ce crosswalk pour l'instant."
cf-p-vakaga-v1,Vakaga,vakaga,prefecture,cf-r-fertit-v1,2021-01-21,,,"Existait avant 2020 sous le découpage à 16 préfectures ; limites redéfinies par la Loi n°21.001 du 21 janvier 2021 (adoptée le 2020-12-10, promulguée le 2021-01-21). Version antérieure à 2020 non modélisée dans ce crosswalk pour l'instant."
cf-sp-bamingui-v1,Bamingui,bamingui,sous_prefecture,cf-p-bamingui-bangoran-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ndele-v1,Ndélé,ndele,sous_prefecture,cf-p-bamingui-bangoran-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bangui-centre-v1,Bangui-Centre,bangui-centre,sous_prefecture,cf-p-bangui-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bangui-fleuve-v1,Bangui-Fleuve,bangui-fleuve,sous_prefecture,cf-p-bangui-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bangui-kagas-v1,Bangui-Kagas,bangui-kagas,sous_prefecture,cf-p-bangui-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bangui-rapides-v1,Bangui-Rapides,bangui-rapides,sous_prefecture,cf-p-bangui-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-alindao-v1,Alindao,alindao,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-kembe-v1,Kembé,kembe,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mingala-v1,Mingala,mingala,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mobaye-v1,Mobaye,mobaye,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-satema-v1,Satéma,satema,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-zangba-v1,Zangba,zangba,sous_prefecture,cf-p-basse-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bambouti-v1,Bambouti,bambouti,sous_prefecture,cf-p-haut-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-djemah-v1,Djémah,djemah,sous_prefecture,cf-p-haut-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mboki-v1,Mboki,mboki,sous_prefecture,cf-p-haut-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-obo-v1,Obo,obo,sous_prefecture,cf-p-haut-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-zemio-v1,Zémio,zemio,sous_prefecture,cf-p-haut-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bria-v1,Bria,bria,sous_prefecture,cf-p-haute-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ouadda-v1,Ouadda,ouadda,sous_prefecture,cf-p-haute-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ouandja-kotto-v1,Ouandja-Kotto,ouandja-kotto,sous_prefecture,cf-p-haute-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-yalinga-v1,Yalinga,yalinga,sous_prefecture,cf-p-haute-kotto-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-dekoa-v1,Dékoa,dekoa,sous_prefecture,cf-p-kemo-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mala-v1,Mala,mala,sous_prefecture,cf-p-kemo-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-njoukou-v1,Njoukou,njoukou,sous_prefecture,cf-p-kemo-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-sibut-v1,Sibut,sibut,sous_prefecture,cf-p-kemo-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-kodi-v1,Kodi,kodi,sous_prefecture,cf-p-lim-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ndim-v1,Ndim,ndim,sous_prefecture,cf-p-lim-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ngaoundaye-v1,Ngaoundaye,ngaoundaye,sous_prefecture,cf-p-lim-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-paoua-v1,Paoua,paoua,sous_prefecture,cf-p-lim-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-taley-v1,Taley,taley,sous_prefecture,cf-p-lim-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-boda-v1,Boda,boda,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-boganangone-v1,Boganangone,boganangone,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-boganda-v1,Boganda,boganda,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mbaiki-v1,Mbaïki,mbaiki,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-moboma-v1,Moboma,moboma,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mongoumba-v1,Mongoumba,mongoumba,sous_prefecture,cf-p-lobaye-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-amada-gaza-v1,Amada-Gaza,amada-gaza,sous_prefecture,cf-p-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-carnot-v1,Carnot,carnot,sous_prefecture,cf-p-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-gadzi-v1,Gadzi,gadzi,sous_prefecture,cf-p-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-semkpa-mbaere-v1,Semkpa-Mbaéré,semkpa-mbaere,sous_prefecture,cf-p-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-berberati-v1,Berbérati,berberati,sous_prefecture,cf-p-mambere-kadei-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-dede-mokouba-v1,Dédé-Mokouba,dede-mokouba,sous_prefecture,cf-p-mambere-kadei-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-gamboula-v1,Gamboula,gamboula,sous_prefecture,cf-p-mambere-kadei-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-sosso-nakombo-v1,Sosso-Nakombo,sosso-nakombo,sous_prefecture,cf-p-mambere-kadei-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bakouma-v1,Bakouma,bakouma,sous_prefecture,cf-p-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bangassou-v1,Bangassou,bangassou,sous_prefecture,cf-p-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-gambo-v1,Gambo,gambo,sous_prefecture,cf-p-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ouango-v1,Ouango,ouango,sous_prefecture,cf-p-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-rafai-v1,Rafai,rafai,sous_prefecture,cf-p-mbomou-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-kaga-bandoro-v1,Kaga-Bandoro,kaga-bandoro,sous_prefecture,cf-p-nana-gribizi-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-mbres-v1,Mbrès,mbres,sous_prefecture,cf-p-nana-gribizi-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-nana-outa-v1,Nana-Outa,nana-outa,sous_prefecture,cf-p-nana-gribizi-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-abba-v1,Abba,abba,sous_prefecture,cf-p-nana-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-baboua-v1,Baboua,baboua,sous_prefecture,cf-p-nana-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-baoro-v1,Baoro,baoro,sous_prefecture,cf-p-nana-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bouar-v1,Bouar,bouar,sous_prefecture,cf-p-nana-mambere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-boali-v1,Boali,boali,sous_prefecture,cf-p-ombella-mpoko-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bogangolo-v1,Bogangolo,bogangolo,sous_prefecture,cf-p-ombella-mpoko-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bossembele-v1,Bossembélé,bossembele,sous_prefecture,cf-p-ombella-mpoko-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-damara-v1,Damara,damara,sous_prefecture,cf-p-ombella-mpoko-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-yaloke-v1,Yaloké,yaloke,sous_prefecture,cf-p-ombella-mpoko-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
